specobjid,ra,dec,programname,survey,objtype,class,subclass,plate,mjd,fiberid,spec_dr,spec_url,ps1_sep,nearest_psid,psid_count,mos_sep,nearest_mos_catalogid
1.7078912182594064e+19,134.49134,1.337793,eFEDS2,bhm-mwm,QSO,STAR,Ldwarf,15169,59313,496,18,https://dr18.sdss.org/sas/dr18/spectro/boss/redux/v6_0_4/spectra/full/15169p/59313/spec-15169-59313-04545187554.fits,0.9672465919397425,109601344910726106,3,0.6733028338172005,27021598102747581
1.7059639666142892e+19,134.64981,1.3476568,eFEDS1,bhm-mwm,SKY,QSO,,15152,59208,15,18,https://dr18.sdss.org/sas/dr18/spectro/boss/redux/v6_0_4/spectra/full/15152p/59208/spec-15152-59208-07609144034.fits,19.912292954702462,109611346501630979,3,56.757619766506316,27021598102749091
1.7056266364854751e+19,134.64981,1.3476568,eFEDS1,bhm-mwm,SKY,QSO,,15149,59231,31,18,https://dr18.sdss.org/sas/dr18/spectro/boss/redux/v6_0_4/spectra/full/15149p/59231/spec-15149-59231-07609144034.fits,19.912292954702462,109611346501630979,3,56.757619766506316,27021598102749091
1.707652981475117e+19,134.64981,1.3476568,eFEDS2,bhm-mwm,SKY,QSO,,15167,59252,21,18,https://dr18.sdss.org/sas/dr18/spectro/boss/redux/v6_0_4/spectra/full/15167p/59252/spec-15167-59252-07609144034.fits,19.912292954702462,109611346501630979,3,56.757619766506316,27021598102749091
4.2965303402296996e+18,134.41388,1.5485139,boss,boss,QSO,QSO,BROADLINE,3816,55272,350,17,https://data.sdss.org/sas/dr17/eboss/spectro/redux/v5_13_2/spectra/full/3816/spec-3816-55272-0350.fits,0.003960000000772855,109851344138788720,3,0.00706992730843847,27021598102747841
1.7078900636782449e+19,134.41388,1.5485127,eFEDS2,bhm-mwm,QSO,QSO,BROADLINE,15169,59257,454,18,https://dr18.sdss.org/sas/dr18/spectro/boss/redux/v6_0_4/spectra/full/15169p/59257/spec-15169-59257-04545187819.fits,0.008280000000965407,109851344138788720,3,0.010764994418088012,27021598102747841
1.7078913282105692e+19,134.41388,1.5485127,eFEDS2,bhm-mwm,QSO,QSO,BROADLINE,15169,59313,500,18,https://dr18.sdss.org/sas/dr18/spectro/boss/redux/v6_0_4/spectra/full/15169p/59313/spec-15169-59313-04545187819.fits,0.008280000000965407,109851344138788720,3,0.010764994418088012,27021598102747841
5.2709051327108915e+17,134.45751,1.5917562,legacy,sdss,QSO,GALAXY,,468,51912,616,17,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/0468/spec-0468-51912-0616.fits,0.0362444808445026,109911344574960569,3,0.0350669660790085,27021598102747971
1.7078894864346403e+19,134.45752,1.5917525,eFEDS2,bhm-mwm,QSO,GALAXY,,15169,59257,433,18,https://dr18.sdss.org/sas/dr18/spectro/boss/redux/v6_0_4/spectra/full/15169p/59257/spec-15169-59257-04545187952.fits,0.008999999999089165,109911344574960569,3,0.008819314278828861,27021598102747971
1.707890366137895e+19,134.45752,1.5917525,eFEDS2,bhm-mwm,QSO,GALAXY,,15169,59313,465,18,https://dr18.sdss.org/sas/dr18/spectro/boss/redux/v6_0_4/spectra/full/15169p/59313/spec-15169-59313-04545187952.fits,0.008999999999089165,109911344574960569,3,0.008819314278828861,27021598102747971
5.281738071191327e+17,134.56812,1.6894151,legacy,sdss,GALAXY,GALAXY,STARFORMING,469,51913,461,17,https://data.sdss.org/sas/dr17/sdss/spectro/redux/26/spectra/0469/spec-0469-51913-0461.fits,0.10503095433761106,110021345680817766,3,0.08556065625553368,27021598102750051
1.7059644888823124e+19,134.56373,1.6965875,eFEDS1,bhm-mwm,SPECTROPHOTO_STD,STAR,F3/F5V (30743),15152,59208,34,18,https://dr18.sdss.org/sas/dr18/spectro/boss/redux/v6_0_4/spectra/full/15152p/59208/spec-15152-59208-04545190052.fits,30.18852236082065,110021345680817766,3,30.233087096303596,27021598102750051
1.7076532013774426e+19,134.56373,1.6965875,eFEDS2,bhm-mwm,SPECTROPHOTO_STD,STAR,F3/F5V (30743),15167,59252,29,18,https://dr18.sdss.org/sas/dr18/spectro/boss/redux/v6_0_4/spectra/full/15167p/59252/spec-15167-59252-04545190052.fits,30.18852236082065,110021345680817766,3,30.233087096303596,27021598102750051
